Score,Text,clean_text,sentiment
2,USELESS AND PATHETIC PERFORMANCE. SCRATCHY WALLET WORST BAHUT ACHHA,useless and pathetic performance scratchy wallet worst bahut achha,negative
2,Premium tshirt bad customer service and defective product. worthless,premium tshirt bad customer service and defective product worthless,negative
4,"Amazing product, loved it completely! stylish mattress",amazing product loved it completely stylish mattress,positive
4,VERY USEFUL AND WELL DESIGNED. SILENT SOFA OUTSTANDING,very useful and well designed silent sofa outstanding,positive
4,"Cheap blender exceeded my expectations, highly recommend.",cheap blender exceeded my expectations highly recommend,positive
2,luxury sofa Terrible quallty znot recommended.,luxury sofa terrible quallty znot recommended,negative
3,"Works, but not impressive. colourful keyboard not bad",works but not impressive colourful keyboard not bad,neutral
1,COLOURFUL JACKET HORRIBLE PACKAGING AND BROKEN ITEM.,colourful jacket horrible packaging and broken item,negative
2,"Absolute trash, avoid at all costs. bright phone case kharap hai they're not great",absolute trash avoid at all costs bright phone case kharap hai they re not great,negative
1,"DURABLE SHOE DO NOT BUY THIS, WASTE OF MONEY.",durable shoe do not buy this waste of money,negative
5,"Exceeded my expectations, highly recommend. love not bad",exceeded my expectations highly recommend love not bad,positive
4,colourful smartwatch Great customer service and product. 🔥,colourful smartwatch great customer service and product,positive
2,"lightweight monitor Worthless product, doesn't work. broken",lightweight monitor worthless product doesn t work broken,negative
4,Eco-friendly jacket great customerservice annd product. faaltu,eco friendly jacket great customerservice annd product faaltu,positive
1,Lightweight mattress worst purchase ever.,lightweight mattress worst purchase ever,negative
4,Best purchase i've made this year. luxury blender lol,best purchase i ve made this year luxury blender lol,positive
1,HORRIBLE PACKAGING AND BROKEN ITEM. NOT GREAT,horrible packaging and broken item not great,negative
1,SLEEK WALLET POOR QUALITY AND MISLEADING DESCRIPTION. DEFECTIVE,sleek wallet poor quality and misleading description defective,negative
2,"LIGHTWEIGHT SPEAKER NOT WORTH THE PRICE, RETURNING IT.",lightweight speaker not worth the price returning it,negative
5,heavy lamp Very useful and wel designed.,heavy lamp very useful and wel designed,positive
2,Poor quality and misleading description. heavy headphones awful,poor quality and misleading description heavy headphones awful,negative
5,firm socks Impressed with the build and features. satisfied,firm socks impressed with the build and features satisfied,positive
2,Worst purchase ever. heavy bottle mast hai,worst purchase ever heavy bottle mast hai,negative
4,"soft mattress Top-notch experience, will buy again! best",soft mattress top notch experience will buy again best,positive
4,"Top-notch experience, will buy again! durable trimmer",top notch experience will buy again durable trimmer,positive
2,"Premium fan broke within a day, awful. worst",premium fan broke within a day awful worst,negative
1,"Do not buy this, waste of money. matte backpack",do not buy this waste of money matte backpack,negative
4,Fantastic quality and great value. firm oven excellent not good,fantastic quality and great value firm oven excellent not good,positive
1,WATERPROOF BACKPACK STOPPED WORKING AFTER A WEEK. 😞 NOTW ORTZ IT,waterproof backpack stopped working after a week notw ortz it,negative
4,ugly mattress Best purchase I've madde this year.,ugly mattress best purchase i ve madde this year,positive
3,"heavy trimmer Mediocre quality, acceptable for the price. so-so don't",heavy trimmer mediocre quality acceptable for the price so so don t,neutral
2,"BROKE WITHIN A DAY, AWFUL. BRIGHT MATTRESS WORST",broke within a day awful bright mattress worst,negative
1,"WATERPROOF NOTEBOOK TERRIBLE QUALITY, NOT RECOMMENDED. IT'S",waterproof notebook terrible quality not recommended it s,negative
1,HORRIBLE PACKAGING AND BROKEN ITEM. BUDGET CAMERA I'VE,horrible packaging and broken item budget camera i ve,negative
2,"Broke within a day, awful. horrible",broke within a day awful horrible,negative
3,heavy bottle Decent but has some flaws.,heavy bottle decent but has some flaws,neutral
1,"Not worth the price, returning it.",not worth the price returning it,negative
4,"EXCEEDED MY EXPECTATIONS, HHIGHLY RECOMMEND. IIGHTWEIGHT HEAADPHONES ✨",exceeded my expectations hhighly recommend iightweight heaadphones,positive
1,"Very disappointed, bad experience. fragile phone case",very disappointed bad experience fragile phone case,negative
2,Sleek lamp worst purchase ever. solid 💯,sleek lamp worst purchase ever solid,negative
4,"Absolute delight, works like a charm. amazing",absolute delight works like a charm amazing,positive
2,ONE STAR — VERY UNSATISFIED.,one star very unsatisfied,negative
1,STOPPED WORKING AFTER A WEEK.,stopped working after a week,negative
4,Perfect! Works as expected. compact router perfect faaltu ✨,perfect works as expected compact router perfect faaltu,positive
4,"Exceeded my expectations, highly recommend.",exceeded my expectations highly recommend,positive
5,Very useful and well designed. ugly sneakers recommend 😞,very useful and well designed ugly sneakers recommend,positive
3,Neturalfeelngs about this item. ttrash,neturalfeelngs about this item ttrash,neutral
4,Very useful and well designed. bright router,very useful and well designed bright router,positive
5,"Top-notcch expecience, will buy again! omact sneakers incredble",top notcch expecience will buy again omact sneakers incredble,positive
4,"ABSOLUTE DELIGHT, WORKS LIKE A CHARM. MATTE FAN INCREDIBLE",absolute delight works like a charm matte fan incredible,positive
4,FANTASTIC QUALITY AND GREAT VALUE. STYLISH KEYBOARD,fantastic quality and great value stylish keyboard,positive
2,"Cheaply made, feels fragile. bright charger bahut achha omg",cheaply made feels fragile bright charger bahut achha omg,negative
2,HIGH-END TRIMMER HORRIBLE PACKAGING AND BROKEN ITEM. AWFUL 😀 I'VE,high end trimmer horrible packaging and broken item awful i ve,negative
1,stylish headphones Stopped worktng after a week.,stylish headphones stopped worktng after a week,negative
1,"SLEEK SNEAKERS ABSOLUTE TRASH, AVOID AT ALL COSTS.",sleek sneakers absolute trash avoid at all costs,negative
1,"WATERPROOF BOTTLE VERY DISAPPOINTED, BAD EXPERIENCE.",waterproof bottle very disappointed bad experience,negative
1,"TERRIBLE QUALITY, NOT RECOMMENDED. DURABLE WALLET",terrible quality not recommended durable wallet,negative
1,"Absolute trash, avoid at all costs. soft tshirt disappointed mast hai",absolute trash avoid at all costs soft tshirt disappointed mast hai,negative
5,SUPPERB! HIGLY IMPRESSE.D AMAZIGN 👎,supperb higly impresse d amazign,positive
4,Great customeg sevric and product. premium notebook inzredibl,great customeg sevric and product premium notebook inzredibl,positive
1,"CHEAPLY MADE, FEELS FRAGILE. BUDGET MICROWAVE DISAPPOINTED BAHUT ACHHA NOT WORKING",cheaply made feels fragile budget microwave disappointed bahut achha not working,negative
1,"BRIGHT HEADPHONES WORTHLESS PRODUCT, DOESN'T WORK. WORST",bright headphones worthless product doesn t work worst,negative
4,"Top-notch experience, will buy again! lightweight speaker love faaltu",top notch experience will buy again lightweight speaker love faaltu,positive
2,Durable speaker useeless and pathetic performance. worsst nnot working,durable speaker useeless and pathetic performance worsst nnot working,negative
3,"WORKS, BUT NOT IMPRESSIVE. AVERAGE",works but not impressive average,neutral
2,Bad customer service and defective product. sleek socks awful,bad customer service and defective product sleek socks awful,negative
5,Happy with the performance. ✨ you're,happy with the performance you re,positive
1,POOR QUALITY AND MISLEADING DESCRIPTION. NEW HEADPHONES 😞,poor quality and misleading description new headphones,negative
2,HORRIBLE PACKAGING AND BROKEN ITEM. HIGH-END BOTTLE USELESS,horrible packaging and broken item high end bottle useless,negative
4,"XECEEDED MY EXPECTAATIONS, HIGHHLY RECOMMEND. WATERPROOF SPEAKER OUTSTANDING KHARAP HAI",xeceeded my expectaations highhly recommend waterproof speaker outstanding kharap hai,positive
1,"Not worth the price, returning it. new fan worst",not worth the price returning it new fan worst,negative
1,compac sofa Poorr quavity aand misleading description.,compac sofa poorr quavity aand misleading description,negative
1,"TERRIBLE QUALITY, NOT RECOMMENDED. 😡",terrible quality not recommended,negative
1,"Broke within a day, awful. fragile sneakers defectiveunoy great",broke within a day awful fragile sneakers defectiveunoy great,negative
4,GREAT CUSTOMER SERVICE AND PRODUCT. FANTASTIC,great customer service and product fantastic,positive
4,FRAGILE ROUTER VERY USEFUL AND WELL DESIGNED. LOVE,fragile router very useful and well designed love,positive
5,"Premium charger absolute delight, works like a charm.",premium charger absolute delight works like a charm,positive
2,"Worthless product, doesn't work. soft router useless",worthless product doesn t work soft router useless,negative
3,Nutrgl ffeelings about this iem. cheap socks,nutrgl ffeelings about this iem cheap socks,neutral
1,Stopped working after a week. scratchy bottle broken,stopped working after a week scratchy bottle broken,negative
5,rpemium microwave Five stars— oustanding! perfect I'm,rpemium microwave five stars oustanding perfect i m,positive
4,"WORTH THE MONEY, DEFINITELY WORTH IT. WORTH IT BILKUL BEKAAR 🔥",worth the money definitely worth it worth it bilkul bekaar,positive
2,"AAbsoluteutrash,, avoid at all costs. heavy trimmerr",aabsoluteutrash avoid at all costs heavy trimmerr,negative
4,"Top-notch experience, will buy aggain! premium microwave",top notch experience will buy aggain premium microwave,positive
5,new oven Impressed with the buildd an feeaturesc,new oven impressed with the buildd an feeaturesc,positive
1,"new keyboard Cheaply made, feels fragile.",new keyboard cheaply made feels fragile,negative
4,"ABSOLUTE DELIGHT, WORKS LIKE A CHARM.",absolute delight works like a charm,positive
4,"Absolute delight, works like a charm. luxury charger",absolute delight works like a charm luxury charger,positive
4,High quality and long-lasting. amazing ✨,high quality and long lasting amazing,positive
2,BAAD CUSTOME SERVICE AND DEFETCIVE PRODUCT.,baad custome service and defetcive product,negative
4,"WORTH THE MONEY, DEFINITELY WORTH IT.",worth the money definitely worth it,positive
5,Five stars — outstanding! new charger incredible 👎,five stars outstanding new charger incredible,positive
2,POOR QUALITY AND MISLEADING DESCRIPTION. SCRATCHY BACKPACK,poor quality and misleading description scratchy backpack,negative
1,"firm afn Absolute trash, avoid at all costs. qerrille",firm afn absolute trash avoid at all costs qerrille,negative
1,luxury router Useless and pathetic performance.,luxury router useless and pathetic performance,negative
2,"Terrible quality, not recommended. heavy smartwatch worst",terrible quality not recommended heavy smartwatch worst,negative
3,Firm pillow decent but has some flaws. neutral brilliant,firm pillow decent but has some flaws neutral brilliant,neutral
2,"Absolute trash, avoid at all costs.",absolute trash avoid at all costs,negative
4,"Coolourful fan amazing prodct, loved it completly! best mast hai",coolourful fan amazing prodct loved it completly best mast hai,positive
